Row_ID,annual_rainfall_mm,max_daily_rainfall_mm,rainy_days_count,avg_temperature_c,evaporation_rate_mmday,clay_pct,sand_pct,silt_pct,latitude,longitude,elevation_m,roof_area_m2,available_space_m2,roof_type,infiltration_rate_mmhr,runoff_coefficient,annual_runoff_m3,feasibility_score,feasibility_category,recommended_structure
1,1046.0684504746278,109.12839038268444,90,24.564785470866333,5.326748161317832,58.23310678327586,25.082153910203644,16.6847393065205,22.85256696093829,76.8430907912481,1269.3570723937903,65.41872537131319,24.41782383041869,tile,5.0,0.7,47.90272527683637,0.2692498070750752,Low,Recharge_Borewell
2,884.128537774595,49.0825065452006,73,25.17248044915037,3.4006009830069406,24.07548749690985,43.269691302179226,32.65482120091093,34.47600556638953,88.33539663013839,652.4371233869571,174.04716693501035,42.82324412086406,tile,49.615498460914985,0.7,107.71604704424308,0.5536104719114133,Medium,Recharge_Pit
3,1195.6320446696602,93.65054955018807,77,22.44985764177091,3.2618623826073545,59.958808325682725,13.374209135138972,26.666982539178303,19.76218917604167,87.00744375809035,938.9649306783944,86.7690541409861,21.484805509256205,metal,5.0,0.9,93.36947545497569,0.3513153373200818,Low,Recharge_Borewell
4,1646.361274224923,35.71821501815268,52,23.34340331234064,5.991171569369069,36.67645656090068,47.78506485869743,15.538478580401886,24.578279263283225,72.4299195908696,44.2465130097196,143.04494274794033,45.331126750581575,metal,41.63371369415248,0.9,211.9532887925372,0.654503890056541,Medium,Recharge_Pit
5,959.976225610996,67.21474233570346,70,28.53745675235868,6.072932697526708,17.98605512275063,69.70494234894943,12.309002528299942,23.91364207476518,80.40626742134387,1292.6680300105918,225.36045454237447,71.1773518015227,tile,75.63096755063688,0.7,151.43847498749693,0.7622807664106575,High,Recharge_Trench
6,408.940220403567,53.6174473526593,62,19.94839239448133,5.906932848618503,53.21053779973232,21.04468760458137,25.74477459568631,20.335237545126308,80.51263921230125,499.2957624045882,72.57044585364969,23.44661888203296,tile,5.0,0.7,20.77388188552364,0.1575640576084804,Low,Recharge_Borewell
7,710.7610267061292,53.9028838476624,111,32.37447724606951,6.942023460779732,44.98473089057634,23.314974446388703,31.70029466303496,24.12016816268313,71.0564814486881,1257.5845959177402,73.48375331060595,18.605341185545697,concrete,7.91115318403306,0.8,41.783510359412965,0.2165043047128078,Low,Recharge_Borewell
8,1340.98976636823,96.90176060130112,60,20.442874374567417,6.494428769310726,52.11921614981589,20.560606097903463,27.32017775228064,26.64303642215089,96.19165738555677,229.60359132189407,41.19726854737783,17.23385250893142,metal,5.0,0.9,49.72060397192168,0.285134331166725,Low,Recharge_Borewell
9,827.7340349212329,90.24468813028822,82,26.96098336780729,5.654470270433476,42.14581892983895,17.108213274661665,40.74596779549939,10.754340731395484,69.94646040712885,725.22125982015,79.71651818905113,18.58782580902105,metal,5.15391997487596,0.9,59.38566772544564,0.2483468405644265,Low,Recharge_Borewell
10,791.90745572432,62.348144414773536,96,25.937616797727745,6.176186584120255,46.58442122013564,28.18605662232309,25.22952215754127,21.35385719867152,79.10644711759969,1484.0359081955871,79.93120404841713,29.31269589780604,tile,13.818969198159186,0.7,44.30868150167443,0.2764242079853566,Low,Recharge_Borewell
11,1466.6458521284776,79.3635227174212,46,30.8180280045252,4.604980629929084,17.88698989553472,56.66910656544482,25.443903539020454,17.07122968816278,80.59073836023218,352.3785670877452,246.90870844486173,79.50351099138597,metal,67.69383058062182,0.9,325.9148697855505,0.8097801525181881,High,Recharge_Trench
12,405.3478917220164,111.9914129981298,104,29.660596938158232,6.000092407242086,37.69401939189412,35.90474218694353,26.40123842116236,29.50531362834688,95.32747143123537,1467.011383074471,116.34097625850076,39.50558097663183,tile,25.20693919945609,0.7,33.0109986130851,0.283953578546025,Low,Recharge_Shaft
13,1574.4573210243077,34.686516559914274,81,18.415879871427737,3.2688130617249738,59.13324161489539,29.092605971289352,11.774152413815258,27.205159332391933,73.9453438685824,1225.8099810760934,75.50484588840919,16.685913775440746,concrete,5.0,0.8,95.10332590545435,0.3866861598969666,Low,Recharge_Borewell
14,1486.9781450387957,92.40607680861396,47,28.454884973976576,3.701432335491985,41.754705975060624,20.231755245335613,38.01353877960376,14.705914632376384,71.39913496538004,11.213379702854576,94.0132787319303,21.55428466992837,concrete,15.432877360415588,0.8,111.8365526542568,0.4479738289525267,Medium,Recharge_Borewell
15,1211.040253326713,65.7199180402427,93,24.34658221914495,3.819166539200717,27.439105746545494,31.43557581343998,41.12531844001453,21.110121288151102,68.19875765025397,1499.5765844942962,143.73958923560298,38.96162513172983,metal,28.04879440631023,0.9,156.66698570486605,0.5507124201986433,Medium,Recharge_Shaft
16,1731.0817908238732,84.58610027908969,90,28.693586855472564,5.47865264016199,29.955598239421057,42.55866426034569,27.485737500233256,32.560004196941506,79.75308922741911,708.9151066460205,145.7875020224366,47.394530119060846,metal,40.388387392811154,0.9,227.1330810726648,0.6653674515463264,Medium,Recharge_Pit
17,1472.4906871494236,114.25130143861212,93,31.4399842752137,3.003991321594304,31.140518250862986,42.38704494584799,26.47243680328903,35.80505776142814,74.12806131182468,608.9587924018876,119.73953843244706,30.58605106070689,tile,45.06201584185954,0.7,123.42074865774414,0.6007480270585535,Medium,Recharge_Pit
18,1793.5901180956384,30.39365840547084,61,31.474830295370538,3.3413678317435185,19.46119469999517,68.46060479749427,12.078200502510557,30.64127101288277,84.00774788304125,374.1300006206122,221.7478234492621,51.62882682885437,tile,73.30281232259539,0.7,278.407293393469,0.8225962513352812,High,Recharge_Trench
19,750.3400574304335,32.63694987930765,40,26.52906320354901,4.885585786129756,42.845144899416304,12.486386151913011,44.668468948670686,10.031535250401705,78.61969123705562,899.7689507062071,59.9660496230329,16.91475599951887,concrete,13.571055672223492,0.8,35.99594329441818,0.2429371698088377,Low,Recharge_Borewell
20,661.125914559796,118.79125417013938,96,20.45720495391473,6.379936658537051,52.27915305136023,17.857188860672753,29.863658087967025,33.94159797642773,90.72390714386184,688.7459621835657,61.94200684752343,23.791724984804784,metal,5.0,0.9,36.85631933406427,0.2053099951169978,Low,Recharge_Borewell
21,937.447709922496,91.12545295841934,53,24.012186664736245,3.845679539820675,40.289773723185775,23.18912957268568,36.52109670412855,8.423017903506,93.9332735996704,745.6108882802959,64.59529802678979,28.4322413297838,tile,14.204447316960144,0.7,42.38829994488265,0.3015784339799804,Low,Recharge_Borewell
22,1362.128080844956,35.273179893912186,84,27.536090362952805,2.469868722041914,12.39416441825796,61.110059030636265,26.495776551105777,31.749954486703945,76.85470520920643,962.5973786145424,183.3895348011605,68.84744955232749,concrete,78.11183986482331,0.8,199.84002806860323,0.8305345482980262,High,Recharge_Trench
23,788.4505516149356,70.58132877838334,104,21.003239956267528,3.843472058726362,34.57196311079466,34.99706734510178,30.43096954410356,25.417351394455977,83.02393473597374,960.9593557701533,172.00258906199326,49.23382516444975,metal,33.32003472131368,0.9,122.05398260261312,0.506720461091221,Medium,Recharge_Shaft
24,587.9847912631858,44.79534158955728,46,26.278199131779587,5.148128591320842,23.26713023427253,33.517531815759746,43.215337949967726,11.360642691072616,85.8247840217043,822.2274124080524,172.92371469169765,42.00849336086786,concrete,43.486786513571786,0.8,81.34121142996202,0.4507590201962801,Medium,Recharge_Pit
25,1241.1090090754667,32.73576733303735,53,29.855523372976315,4.570316232357482,10.435154776535384,63.16476308782487,26.40008213563975,16.814879779400748,82.01672088789012,1240.5645271087665,188.89551734170203,59.74296838377461,metal,86.33068282913433,0.9,210.99593551208173,0.8223902168827126,High,Recharge_Trench
26,905.504616877452,32.889862243385245,58,19.548293871836684,5.337495598119929,16.550794802922454,60.18314763082471,23.26605756625284,21.63846479177222,89.3882278410269,1184.7303903601594,183.7665329670256,71.02003035635607,metal,82.03132396222384,0.9,149.76129962628377,0.784893731709003,High,Recharge_Trench
27,698.9159128349406,32.87950141298923,45,27.41122666905443,2.9257584367166656,57.61753272969807,27.741934991717912,14.640532278584018,17.648370676226627,93.70460732815616,5.709966601527949,68.25325067870884,28.884099369382284,tile,5.0,0.7,33.392298101443274,0.2317092819175928,Low,Recharge_Borewell
